MSG,5,,,AD9AC9,,,,,,,6175,,,,,,,,,,
MSG,5,,,AD9AC9,,,,,,,6175,,,,,,,,,,
MSG,5,,,AB97FF,,,,,,,12275,,,,,,,,,,
MSG,3,,,AD9AC9,,,,,,,6175,,,,,,,0,0,0,0
MSG,5,,,AD9AC9,,,,,,,6175,,,,,,,,,,
MSG,5,,,AB97FF,,,,,,,12275,,,,,,,0,0,0,0
MSG,8,,,AD9AC9,,,,,,,,,,,,,,,,,
MSG,8,,,AD9AC9,,,,,,,,,,,,,,,,,
MSG,5,,,AB97FF,,,,,,,12275,,,,,,,,,,
MSG,4,,,AD9AC9,,,,,,,,254,97,,,-2176,,0,0,0,0
MSG,4,,,AB97FF,,,,,,,,331,342,,,2304,,0,0,0,0
MSG,5,,,AD9AC9,,,,,,,6175,,,,,,,,,,
MSG,5,,,AB97FF,,,,,,,12275,,,,,,,,,,
MSG,5,,,AB97FF,,,,,,,12275,,,,,,,,,,
MSG,5,,,AB97FF,,,,,,,12300,,,,,,,,,,
MSG,5,,,AD9AC9,,,,,,,6175,,,,,,,0,0,0,0
MSG,3,,,AB97FF,,,,,,,12300,,,42.73283,-71.25270,,,0,0,0,0
MSG,5,,,A2B689,,,,,,,1725,,,,,,,,,,
MSG,3,,,AD9AC9,,,,,,,6150,,,,,,,0,0,0,0
MSG,5,,,AB97FF,,,,,,,12300,,,,,,,0,0,0,0
MSG,5,,,A2B689,,,,,,,1725,,,,,,,,,,
MSG,5,,,A2B689,,,,,,,1700,,,,,,,,,,
MSG,5,,,A2B689,,,,,,,1700,,,,,,,,,,
MSG,4,,,AB97FF,,,,,,,,331,342,,,2304,,0,0,0,0
MSG,8,,,A2B689,,,,,,,,,,,,,,,,,
MSG,5,,,A2B689,,,,,,,1700,,,,,,,,,,
MSG,3,,,AB97FF,,,,,,,12300,,,42.73343,-71.25295,,,0,0,0,0
MSG,5,,,A2B689,,,,,,,1700,,,,,,,,,,
MSG,5,,,AB97FF,,,,,,,12300,,,,,,,,,,
MSG,5,,,AD9AC9,,,,,,,6150,,,,,,,0,0,0,0
MSG,8,,,AD9AC9,,,,,,,,,,,,,,,,,
MSG,3,,,AD9AC9,,,,,,,6150,,,42.45071,-71.03760,,,0,0,0,0
MSG,5,,,AB97FF,,,,,,,12325,,,,,,,,,,
MSG,5,,,A2B689,,,,,,,1725,,,,,,,,,,
MSG,5,,,AB97FF,,,,,,,12325,,,,,,,,,,
MSG,5,,,AD9AC9,,,,,,,6125,,,,,,,0,0,0,0
MSG,5,,,AD9AC9,,,,,,,6125,,,,,,,0,0,0,0
MSG,5,,,AD9AC9,,,,,,,6125,,,,,,,0,0,0,0
MSG,5,,,AD9AC9,,,,,,,6125,,,,,,,0,0,0,0
MSG,5,,,AD9AC9,,,,,,,6125,,,,,,,0,0,0,0
MSG,5,,,AD9AC9,,,,,,,6125,,,,,,,0,0,0,0
MSG,5,,,AD9AC9,,,,,,,6125,,,,,,,,,,
MSG,3,,,AD9AC9,,,,,,,6125,,,42.45062,-71.03672,,,0,0,0,0
MSG,5,,,AB97FF,,,,,,,12325,,,,,,,,,,
MSG,5,,,A2B689,,,,,,,1700,,,,,,,,,,
MSG,4,,,AB97FF,,,,,,,,331,342,,,2240,,0,0,0,0
MSG,5,,,AB97FF,,,,,,,12350,,,,,,,,,,
MSG,8,,,A2B689,,,,,,,,,,,,,,,,,
MSG,5,,,A2B689,,,,,,,1725,,,,,,,,,,
MSG,3,,,AB97FF,,,,,,,12350,,,42.73486,-71.25362,,,0,0,0,0
MSG,5,,,AD9AC9,,,,,,,6125,,,,,,,,,,
MSG,5,,,AB97FF,,,,,,,12350,,,,,,,,,,
MSG,4,,,AB97FF,,,,,,,,331,342,,,2240,,0,0,0,0
MSG,3,,,AD9AC9,,,,,,,6100,,,42.45057,-71.03587,,,0,0,0,0
MSG,5,,,A2B689,,,,,,,1700,,,,,,,,,,
MSG,3,,,AB97FF,,,,,,,12350,,,42.73542,-71.25388,,,0,0,0,0
MSG,5,,,AB97FF,,,,,,,12350,,,,,,,,,,
MSG,6,,,AD9AC9,,,,,,,,,,,,,7467,0,0,0,0
MSG,5,,,AD9AC9,,,,,,,6100,,,,,,,,,,
MSG,4,,,AB97FF,,,,,,,,331,342,,,2176,,0,0,0,0
MSG,5,,,AD9AC9,,,,,,,6075,,,,,,,,,,
MSG,8,,,A2B689,,,,,,,,,,,,,,,,,
MSG,3,,,AB97FF,,,,,,,12375,,,42.73659,-71.25445,,,0,0,0,0
MSG,8,,,AB97FF,,,,,,,,,,,,,,,,,
MSG,4,,,AD9AC9,,,,,,,,254,97,,,-2112,,0,0,0,0
MSG,5,,,AD9AC9,,,,,,,6075,,,,,,,,,,
MSG,5,,,AD9AC9,,,,,,,6075,,,,,,,,,,
MSG,4,,,AB97FF,,,,,,,,331,342,,,2176,,0,0,0,0
MSG,5,,,A2B689,,,,,,,1725,,,,,,,,,,
MSG,8,,,AD9AC9,,,,,,,,,,,,,,,,,
MSG,5,,,AB97FF,,,,,,,12400,,,,,,,,,,
MSG,5,,,AB97FF,,,,,,,12400,,,,,,,,,,
MSG,5,,,AB97FF,,,,,,,12400,,,,,,,,,,
MSG,5,,,AD9AC9,,,,,,,6050,,,,,,,,,,
MSG,5,,,AD9AC9,,,,,,,6050,,,,,,,,,,
MSG,4,,,AB97FF,,,,,,,,331,342,,,2176,,0,0,0,0
