MSG,8,,,A6EBC6,,,,,,,,,,,,,,,,,
MSG,5,,,A6EBC6,,,,,,,30025,,,,,,,,,,
MSG,8,,,A6EBC6,,,,,,,,,,,,,,,,,
MSG,8,,,A6EBC6,,,,,,,,,,,,,,,,,
MSG,5,,,A6EBC6,,,,,,,30075,,,,,,,,,,
MSG,8,,,A6EBC6,,,,,,,,,,,,,,,,,
MSG,8,,,A6EBC6,,,,,,,,,,,,,,,,,
MSG,5,,,A6EBC6,,,,,,,30100,,,,,,,,,,
MSG,8,,,A6EBC6,,,,,,,,,,,,,,,,,
MSG,8,,,A6EBC6,,,,,,,,,,,,,,,,,
MSG,8,,,A6EBC6,,,,,,,,,,,,,,,,,
MSG,8,,,A6EBC6,,,,,,,,,,,,,,,,,
MSG,8,,,A6EBC6,,,,,,,,,,,,,,,,,
MSG,8,,,A6EBC6,,,,,,,,,,,,,,,,,
MSG,5,,,A6EBC6,,,,,,,30175,,,,,,,0,0,0,0
MSG,8,,,A6EBC6,,,,,,,,,,,,,,,,,
MSG,8,,,A6EBC6,,,,,,,,,,,,,,,,,
MSG,5,,,A6EBC6,,,,,,,30175,,,,,,,0,0,0,0
MSG,5,,,A6EBC6,,,,,,,30200,,,,,,,,,,
MSG,8,,,A6EBC6,,,,,,,,,,,,,,,,,
MSG,5,,,A6EBC6,,,,,,,30200,,,,,,,,,,
MSG,8,,,A6EBC6,,,,,,,,,,,,,,,,,
MSG,8,,,A6EBC6,,,,,,,,,,,,,,,,,
MSG,8,,,A6EBC6,,,,,,,,,,,,,,,,,
MSG,5,,,A6EBC6,,,,,,,30250,,,,,,,,,,
MSG,5,,,A6EBC6,,,,,,,30250,,,,,,,,,,
MSG,8,,,A6EBC6,,,,,,,,,,,,,,,,,
MSG,8,,,A6EBC6,,,,,,,,,,,,,,,,,
MSG,5,,,A6EBC6,,,,,,,30325,,,,,,,,,,
MSG,8,,,A6EBC6,,,,,,,,,,,,,,,,,
MSG,8,,,A3C246,,,,,,,,,,,,,,,,,
MSG,5,,,A3C246,,,,,,,11075,,,,,,,0,0,0,0
MSG,5,,,A3C246,,,,,,,11125,,,,,,,,,,
MSG,8,,,A3C246,,,,,,,,,,,,,,,,,
MSG,5,,,A3C246,,,,,,,11125,,,,,,,,,,
MSG,5,,,A3C246,,,,,,,11125,,,,,,,0,0,0,0
MSG,5,,,A3C246,,,,,,,11125,,,,,,,0,0,0,0
MSG,5,,,A3C246,,,,,,,11125,,,,,,,0,0,0,0
MSG,5,,,A3C246,,,,,,,11125,,,,,,,0,0,0,0
MSG,5,,,A3C246,,,,,,,11125,,,,,,,0,0,0,0
MSG,8,,,A3C246,,,,,,,,,,,,,,,,,
MSG,5,,,A3C246,,,,,,,11150,,,,,,,0,0,0,0
MSG,8,,,A3C246,,,,,,,,,,,,,,,,,
MSG,8,,,A3C246,,,,,,,,,,,,,,,,,
MSG,8,,,A3C246,,,,,,,,,,,,,,,,,
MSG,8,,,A3C246,,,,,,,,,,,,,,,,,
MSG,8,,,A3C246,,,,,,,,,,,,,,,,,
MSG,8,,,A3C246,,,,,,,,,,,,,,,,,
MSG,5,,,A3C246,,,,,,,11275,,,,,,,,,,
MSG,8,,,A3C246,,,,,,,,,,,,,,,,,
MSG,5,,,A3C246,,,,,,,11300,,,,,,,,,,
MSG,5,,,A3C246,,,,,,,11325,,,,,,,0,0,0,0
MSG,5,,,A3C246,,,,,,,11350,,,,,,,,,,
MSG,8,,,A3C246,,,,,,,,,,,,,,,,,
MSG,5,,,A3C246,,,,,,,11350,,,,,,,,,,
MSG,8,,,A3C246,,,,,,,,,,,,,,,,,
MSG,8,,,A3C246,,,,,,,,,,,,,,,,,
MSG,8,,,A3C246,,,,,,,,,,,,,,,,,
MSG,8,,,A3C246,,,,,,,,,,,,,,,,,
MSG,5,,,A3C246,,,,,,,11425,,,,,,,,,,
MSG,5,,,A3C246,,,,,,,11425,,,,,,,,,,
MSG,8,,,A3C246,,,,,,,,,,,,,,,,,
MSG,5,,,A3C246,,,,,,,11500,,,,,,,0,0,0,0
MSG,5,,,A3C246,,,,,,,11500,,,,,,,0,0,0,0
MSG,5,,,A3C246,,,,,,,11500,,,,,,,0,0,0,0
MSG,5,,,A3C246,,,,,,,11500,,,,,,,0,0,0,0
MSG,5,,,A3C246,,,,,,,11500,,,,,,,0,0,0,0
MSG,5,,,A3C246,,,,,,,11500,,,,,,,0,0,0,0
MSG,5,,,A3C246,,,,,,,11525,,,,,,,,,,
MSG,5,,,A3C246,,,,,,,11525,,,,,,,0,0,0,0
MSG,8,,,A3C246,,,,,,,,,,,,,,,,,
MSG,5,,,A3C246,,,,,,,11575,,,,,,,,,,
MSG,8,,,A3C246,,,,,,,,,,,,,,,,,
MSG,8,,,A3C246,,,,,,,,,,,,,,,,,
MSG,8,,,A3C246,,,,,,,,,,,,,,,,,
MSG,8,,,A3C246,,,,,,,,,,,,,,,,,
MSG,5,,,A3C246,,,,,,,11575,,,,,,,,,,
MSG,5,,,A3C246,,,,,,,11600,,,,,,,,,,
MSG,8,,,A3C246,,,,,,,,,,,,,,,,,
MSG,5,,,A3C246,,,,,,,11625,,,,,,,0,0,0,0
MSG,8,,,A3C246,,,,,,,,,,,,,,,,,
MSG,5,,,A3C246,,,,,,,11650,,,,,,,,,,
MSG,5,,,A3C246,,,,,,,11675,,,,,,,0,0,0,0
MSG,5,,,A3C246,,,,,,,11675,,,,,,,0,0,0,0
MSG,5,,,A3C246,,,,,,,11675,,,,,,,0,0,0,0
MSG,5,,,A3C246,,,,,,,11675,,,,,,,0,0,0,0
MSG,5,,,A3C246,,,,,,,11675,,,,,,,0,0,0,0
MSG,5,,,A3C246,,,,,,,11675,,,,,,,0,0,0,0
MSG,8,,,A3C246,,,,,,,,,,,,,,,,,
